id,price_doc
30474,5715484.907220839
30475,7198824.037203813
30476,5980807.952958269
30477,5524401.44981561
30478,5000528.188667113
30479,8500230.003663473
30480,5586246.486068619
30481,4873367.223580264
30482,4694813.702325793
30483,4520099.705441309
30484,7461644.634579629
30485,4956061.732757556
30486,4055379.7340602605
30487,4269709.24393247
30488,5871118.801124852
30489,6233655.137204766
30490,12307956.964540128
30491,11508416.802385863
30492,5545498.361291559
30493,10565335.605456745
30494,6334521.865953764
30495,9584345.516148964
30496,10174526.614913758
30497,7827570.069599457
30498,5188342.265619068
30499,7492592.585866362
30500,8506408.306100508
30501,7582984.114245799
30502,4002144.5590353534
30503,9200607.360411698
30504,6406900.021117286
30505,9190540.683214864
30506,1774306.247915846
30507,4848097.534759131
30508,6303268.087610195
30509,7046389.578510849
30510,8573861.863017377
30511,6632237.250904919
30512,6954751.12701199
30513,5608479.714023397
30514,2691919.2287467467
30515,8454914.093459316
30516,5913708.651528539
30517,9118869.57150516
30518,7596103.335622745
30519,7491111.523492215
30520,7079445.315615204
30521,5115972.272289017
30522,7058958.944642125
30523,7264679.7731136875
30524,7700047.374565644
30525,12492257.379527826
30526,4849408.122895304
30527,5656327.348938385
30528,8202191.51813851
30529,8569887.672368312
30530,6759890.946582139
30531,9785178.790604854
30532,5223379.070812699
30533,9151903.542506058
30534,6301172.024021598
30535,8498824.718670001
30536,5772315.657143133
30537,8501730.990094634
30538,5495515.764186249
30539,9413982.657201055
30540,8551628.635062598
30541,10441610.050533772
30542,969618.1621202026
30543,5881840.3352883365
30544,7546162.778589761
30545,10817825.436074955
30546,4869161.295152213
30547,8273925.487485627
30548,5127377.4015732575
30549,5204575.377396444
30550,7618488.559107542
30551,5073386.549871987
30552,967639.3946450237
30553,9282504.316142628
30554,9089897.3075031
30555,6853540.479490939
30556,8430195.335605923
30557,8437139.553040337
30558,7639217.202670263
30559,8346843.454267465
30560,8297961.191400315
30561,6723956.219780477
30562,9179342.67828888
30563,5841102.924868303
30564,7244828.081359433
30565,6744289.09930741
30566,7072784.847616293
30567,969364.4739823584
30568,12017168.897752967
30569,7231049.04250125
30570,7754985.538185847
30571,6963978.116737818
30572,4866083.043861387
30573,7441634.729420329
30574,6748508.021817324
30575,6671467.777393479
30576,4269709.24393247
30577,7041729.368445928
30578,1839338.4396835684
30579,6925924.616224957
30580,5214176.4213014105
30581,4965211.061735559
30582,10172945.36467484
30583,6301172.024021598
30584,5694665.470498782
30585,3415694.403502901
30586,8005156.156294087
30587,6313330.417501127
30588,8702940.220680546
30589,8279540.173361981
30590,8163839.243689504
30591,6043614.942183013
30592,7488333.154020135
30593,10183419.90609567
30594,8670281.182113746
30595,7562149.551437053
30596,3920137.9890050488
30597,7441634.729420329
30598,8587201.79979024
30599,9389198.087148637
30600,6841598.182833293
30601,6851543.199069205
30602,969618.1621202026
30603,9873949.867672991
30604,6637435.121115832
30605,7550021.715699869
30606,12506175.043498341
30607,6808772.9172348995
30608,6682927.693892938
30609,6250155.413289523
30610,3828690.5210810937
30611,6303268.087610195
30612,8121407.61872789
30613,7729767.233292446
30614,10496500.501607858
30615,7857903.111898047
30616,6336617.929542361
30617,6071825.068644108
30618,5730770.628312459
30619,5713261.864128332
30620,1656470.1397555233
30621,9290574.703915458
30622,12195903.917299887
30623,7738838.065025933
30624,6546256.134121964
30625,6985589.292391358
30626,8968716.273285333
30627,7911337.877535579
30628,7459977.14248302
30629,4990138.276503772
30630,5946710.757653496
30631,5650850.106344354
30632,4279340.684348067
30633,7554714.086097914
30634,8182443.352860364
30635,8582199.323500417
30636,5961038.5063593
30637,8585534.307693632
30638,7762798.178348405
30639,8442368.175998325
30640,5239496.370413254
30641,8131951.086890648
30642,5926474.670629769
30643,6953391.7823527185
30644,8619995.811023539
30645,7017116.834211235
30646,5823990.784600167
30647,5154525.569413507
30648,14043870.403418314
30649,1628678.6048120528
30650,6358100.000867504
30651,1820996.0266208828
30652,5211704.835469782
30653,6649072.678309378
30654,4241762.932449843
30655,11486298.080500456
30656,4477230.128777342
30657,5600990.828279173
30658,6829930.603813943
30659,5015388.210026498
30660,8896413.657437041
30661,7348017.410861151
30662,7865187.370632512
30663,9952568.204281151
30664,13188964.773913868
30665,6250155.413289523
30666,1623120.2978233546
30667,4397231.487603416
30668,8064176.1214375915
30669,4733920.5454152655
30670,3868963.084772347
30671,8176968.879068693
30672,11602466.69656417
30673,9395802.775097374
30674,11029221.565785477
30675,969618.1621202026
30676,8374979.820212765
30677,6786168.055247836
30678,10672092.369840669
30679,6934324.307891513
30680,7968990.401799826
30681,3235895.676781533
30682,6749104.1049565375
30683,8786189.1899855
30684,8509555.70378955
30685,8333254.171955461
30686,8436571.680396624
30687,4944945.118780169
30688,4885456.668509209
30689,12847121.996720012
30690,14288435.910920868
30691,7247041.631549093
30692,7088516.54368445
30693,7965861.303266384
30694,7109498.50886354
30695,7405564.782024006
30696,8800871.456666071
30697,9974266.239928266
30698,7779891.582865563
30699,7226084.1598082585
30700,4849408.122895304
30701,8622219.133819018
30702,7369343.819023396
30703,3545862.897465306
30704,8995918.547661966
30705,9237285.457040478
30706,13432456.634661932
30707,2641402.1381521677
30708,9125226.383582966
30709,7304900.377498446
30710,7012385.725848174
30711,4275112.77438201
30712,4764272.652013538
30713,9912579.494928172
30714,6006549.243239518
30715,4725451.708015265
30716,8786189.1899855
30717,7978631.386333141
30718,10682602.067216659
30719,9242022.88853531
30720,8651283.384224838
30721,8975800.317547027
30722,6901696.0523716435
30723,6309474.997969961
30724,9522884.357597588
30725,7197430.182211572
30726,8202430.852201608
30727,8507718.009851912
30728,9281866.933956865
30729,2513561.0774121974
30730,7431524.265927831
30731,6986939.847219604
30732,6720842.319556551
30733,7874800.321375325
30734,7601933.462304808
30735,5781976.77589648
30736,7252912.899996677
30737,8616739.305065569
30738,8498480.873226209
30739,2064616.6404078105
30740,6090364.781639991
30741,8138698.951279474
30742,5569571.565102537
30743,4866083.043861387
30744,8357097.539131964
30745,8343937.403892252
30746,5781976.77589648
30747,17112822.25191166
30748,10457374.059132239
30749,6979956.993625985
30750,5791213.853554392
30751,5223042.982055299
30752,6765797.1250719605
30753,8439007.205049852
30754,8365238.491114718
30755,2893193.444740027
30756,8670281.182113746
30757,6844795.5324793365
30758,9677515.86648948
30759,5405263.141090683
30760,2893193.444740027
30761,9285245.714338113
30762,6568650.855132051
30763,8995918.547661966
30764,6250155.413289523
30765,6380895.7498961035
30766,3550659.6801495003
30767,8486201.529242594
30768,7391096.4146286715
30769,6712714.361552248
