id,price_doc
30474,5369399.897900675
30475,8184592.5279872315
30476,5412144.079542393
30477,5825869.923061265
30478,5041535.157381545
30479,8836872.465312056
30480,4772068.083000101
30481,4155800.099899702
30482,3955452.843913263
30483,4683312.381350972
30484,6250850.587455017
30485,4966779.305805371
30486,3806676.4949295595
30487,3934377.8271865943
30488,6388508.3095971625
30489,6062042.348189665
30490,21456023.07733028
30491,17408430.021171145
30492,5438839.850564618
30493,12867513.043738062
30494,6917401.176289293
30495,12219663.847341705
30496,8995579.693367073
30497,8502094.139674783
30498,4832002.1626103185
30499,7855887.893231111
30500,11117546.054395452
30501,6736656.238165182
30502,3399052.875709252
30503,6232066.483306739
30504,5641561.026156145
30505,11026999.984007698
30506,3956556.5363593115
30507,4797227.971436171
30508,5634479.74185622
30509,6813993.322442278
30510,9323925.565691907
30511,6349236.687468095
30512,6111159.197531936
30513,4784863.521796417
30514,4625028.761002392
30515,9590948.214419303
30516,5849606.266401294
30517,10585532.17162754
30518,8019370.353670421
30519,5076451.259805814
30520,6527317.393131748
30521,5607090.258681745
30522,6871713.000469538
30523,6147713.054138863
30524,9241982.67684271
30525,9277134.24471163
30526,4843144.2474362375
30527,5130781.352922605
30528,6313220.216589216
30529,7037576.598495631
30530,5945775.614162543
30531,11350428.84273826
30532,4590863.578035077
30533,9795298.145014683
30534,6999591.357839349
30535,9469731.90612587
30536,5610218.906523237
30537,11025380.384600999
30538,4919479.025621628
30539,9382132.872519838
30540,9655079.1179191
30541,6554369.630942732
30542,2761423.082558617
30543,5604925.805186553
30544,6899727.376784204
30545,7678221.597163849
30546,4198105.961703888
30547,9091142.862520661
30548,4611556.80418754
30549,5121294.70357312
30550,10341403.089132352
30551,5017929.144232721
30552,2739907.1145926444
30553,8066253.6661063265
30554,10628419.500717776
30555,6174671.9303668905
30556,8280268.446420719
30557,6650795.953367591
30558,8179988.773661243
30559,6152829.347085213
30560,6197215.607376655
30561,6859250.457502214
30562,12252597.714291127
30563,4487792.09134815
30564,7025144.620863615
30565,6315857.9216357805
30566,7187300.56157731
30567,2761423.082558617
30568,9691127.337169211
30569,8595278.511239188
30570,6092882.252400282
30571,7463561.985133791
30572,4966920.261392553
30573,6528458.504709653
30574,6536761.398977188
30575,6938611.871697378
30576,3901742.885996364
30577,4468997.756919076
30578,4026388.1587203876
30579,6836565.568146263
30580,5140147.074109658
30581,5016909.353254723
30582,12031990.11565122
30583,7049363.016031434
30584,4679456.395892484
30585,3141680.9844865524
30586,8543812.681839634
30587,5804349.939656222
30588,6396931.231022717
30589,7706471.414875448
30590,12248183.28757358
30591,4966831.14888729
30592,6686489.598849855
30593,8969735.782387946
30594,7040330.742728524
30595,5871582.491137321
30596,9385798.568027223
30597,6528458.504709653
30598,9663658.864414588
30599,11117165.131072845
30600,4991324.955426937
30601,5983393.892747993
30602,2616965.226438853
30603,12568500.586869974
30604,4549086.908705445
30605,6552934.420380747
30606,19029350.680100255
30607,6829390.120792675
30608,8287732.222294947
30609,6087539.531949133
30610,3281214.1726610633
30611,5634479.74185622
30612,7318816.517076416
30613,8110137.7475495655
30614,18993453.30798221
30615,6820875.335412392
30616,5778721.297571996
30617,8855758.916178709
30618,5065784.978275644
30619,4461771.382918415
30620,3200954.5651089046
30621,8922213.733431477
30622,7359720.813011077
30623,6416973.965607448
30624,6499677.211062927
30625,7618906.158421814
30626,6338782.838904696
30627,8369296.589796834
30628,6408806.046182247
30629,5285646.674289871
30630,4707384.814483771
30631,5775257.103429364
30632,3916458.8684376692
30633,5502007.40144042
30634,11173350.57971943
30635,9636887.592253605
30636,5326013.760486806
30637,9517992.53148571
30638,5663722.976864507
30639,7670837.120136169
30640,4587593.973142204
30641,8322995.604017777
30642,6327661.720956729
30643,7401505.0995174
30644,9663658.864414588
30645,7509375.00460055
30646,5527814.65319225
30647,4803399.332017927
30648,27440069.81521494
30649,3061176.2818380864
30650,4784289.622344638
30651,4026388.1587203876
30652,4373096.508396772
30653,7266536.9236585945
30654,4142579.519581241
30655,11341312.952762995
30656,4110784.5719683217
30657,5857794.243202449
30658,9399292.127928931
30659,4579458.451884466
30660,7592187.188678734
30661,6369527.651988186
30662,8415435.685622526
30663,22516992.162773132
30664,12599978.204345804
30665,6137417.65537369
30666,3200954.5651089046
30667,4073122.6041948646
30668,8862098.58808608
30669,4213583.741673442
30670,2916947.2720511723
30671,7626690.95024576
30672,14081123.652647162
30673,10124053.620620226
30674,10360593.628667
30675,2761423.082558617
30676,6980498.590996839
30677,4741936.728338057
30678,19579258.177683383
30679,6467826.35297533
30680,4975696.67932943
30681,2613549.5144992685
30682,8348070.52410084
30683,9930105.703058308
30684,4865962.439412002
30685,6971227.708691296
30686,9609139.7400848
30687,4966779.305805371
30688,4600636.548554826
30689,15415169.246211374
30690,28495549.42208624
30691,5070445.682721468
30692,6526684.143503705
30693,8622943.748012487
30694,5176256.3574675545
30695,6628763.673124076
30696,6827666.108259345
30697,12130219.31123365
30698,7875279.682876781
30699,5523641.368267846
30700,4904962.557173468
30701,9663658.864414588
30702,5913251.594495257
30703,3757208.3341969326
30704,11214947.950197848
30705,9202263.210583493
30706,24248850.33903729
30707,4478827.537124534
30708,12856933.677503357
30709,5630947.989153708
30710,7400595.557590088
30711,4374392.652067592
30712,4236351.619814971
30713,5686492.460368241
30714,6933558.31449279
30715,3939302.4093762077
30716,9930105.703058308
30717,5695062.847745741
30718,11126302.555521347
30719,13933092.121625662
30720,7477500.016120503
30721,4361360.980776008
30722,7456499.813342566
30723,6054226.12055058
30724,12181796.871975316
30725,6754692.3347462565
30726,10667220.087314192
30727,9634648.053381698
30728,11458235.798985848
30729,4400074.185304159
30730,5782821.221148502
30731,6152684.1013791235
30732,5204840.318263436
30733,10544123.689206986
30734,6684725.568367853
30735,5548298.7971543325
30736,5965918.269909571
30737,6577778.680635468
30738,5916285.64165372
30739,4701918.080027199
30740,6959296.294479398
30741,10365739.537291136
30742,4641548.566888824
30743,5033484.689857386
30744,9416168.88404266
30745,7029496.084397162
30746,5678770.276877438
30747,14455476.802531362
30748,15905259.306176927
30749,5927835.760943857
30750,6215529.981333735
30751,3639150.82710241
30752,7420243.018751887
30753,9785223.424294302
30754,5445198.536907211
30755,5580456.411030179
30756,6082878.374757304
30757,5059616.255265984
30758,10181712.318618355
30759,6166991.493340674
30760,5580456.411030179
30761,9282294.389055025
30762,6556955.434675502
30763,11670102.832972396
30764,6087539.531949133
30765,5462115.271920683
30766,3836606.750580705
30767,9985432.105379492
30768,5132213.855974847
30769,6770374.757323949
30770,6137417.65537369
30771,3111575.7173924325
30772,7982768.192371637
30773,8322995.604017777
30774,5702294.610139145
30775,9910964.928050142
30776,5639207.451190254
30777,6125194.907362818
30778,8538540.515622009
30779,5951556.366481301
30780,7684331.9017181
30781,6408806.046182247
30782,4654891.460539583
30783,5457700.942162295
30784,3583410.1035341634
30785,5196025.3837688295
30786,4670341.003260093
30787,6222574.129142927
30788,5510395.043535431
30789,6726911.64155571
30790,6411889.806513584
30791,10163242.897409061
30792,6724010.947948346
30793,11366903.902765173
30794,13307113.178686412
30795,11043578.967910025
30796,11708907.084829036
30797,13930819.780220825
30798,2977606.546076647
30799,10453582.170232935
30800,13716392.162125472
30801,6090376.202853428
30802,18691625.627796017
30803,3152750.336185149
30804,3758785.071498567
30805,12614884.453345705
30806,6697166.214351613
30807,6289202.214633861
30808,10712964.329933304
30809,5015065.343743421
30810,10431998.977267448
30811,4197855.248487562
30812,6127983.584868767
30813,4767813.587972639
30814,2630379.479366237
30815,3845939.134322969
30816,8523901.463809846
30817,2616965.226438853
30818,7657407.583676867
30819,8754713.025219215
30820,4828965.517256716
30821,16847524.462211214
30822,8905385.314972773
30823,6982257.118397117
30824,4068470.5119061572
30825,4835698.464549209
30826,10479334.327328378
30827,4975696.67932943
30828,5547608.181087084
30829,5567056.128177937
30830,8559055.809350507
30831,5832034.449404316
30832,5459835.660351956
30833,5307424.221124699
30834,4219736.103822269
30835,7942527.365390432
30836,6407386.731614476
30837,4959588.327113212
30838,4541593.867888661
30839,5766615.635253707
30840,11390433.422270298
30841,9931919.908182446
30842,6800067.684086542
30843,5120248.630444919
30844,7040330.742728524
30845,8747433.126857001
30846,4721600.118796205
30847,5688670.441366385
30848,8339967.781157414
30849,4489530.071696179
30850,4112059.5256976597
30851,4408595.528513238
30852,6232452.693633841
30853,3774921.8566959016
30854,5970964.6416782625
30855,7435844.367075595
30856,7667167.4928493025
30857,2556107.051080891
30858,4737592.224061787
30859,5862147.5400361065
30860,5786121.2781814905
30861,8280268.446420719
30862,6430865.975062646
30863,5167271.605911471
30864,6123181.122353322
30865,10012116.756982505
30866,7006105.036376593
30867,5780059.476783662
30868,7810220.331195237
30869,5211674.540554984
30870,6338111.955375193
30871,7702258.767323148
30872,4127439.1251920895
30873,3854464.4524570466
30874,5154278.432338646
30875,6063243.842010373
30876,4987570.939466475
30877,9897539.878224868
30878,5607403.159790652
30879,10355800.247889278
30880,6132533.873733413
30881,2616965.226438853
30882,9405584.012841595
30883,3502400.8797063804
30884,5723011.274071109
30885,4951187.853606388
30886,7425555.285030248
30887,6335385.350642589
30888,4504191.381545981
30889,5162639.765463534
30890,7884038.281112114
30891,3712768.983042218
30892,3836636.326434291
30893,4751615.4685420515
30894,5226306.876028547
30895,4341751.277862093
30896,5802591.691447834
30897,7812477.821283472
30898,6682707.915627162
30899,6088999.55265707
30900,3357456.414520019
30901,6188107.295228502
30902,2727805.357772615
30903,7112400.882624676
30904,8535331.678110693
30905,5675519.066492612
30906,6784621.428238222
30907,12035665.390586194
30908,3913884.448423038
30909,13336358.688238254
30910,6781391.4538837625
30911,4225720.145876676
30912,5955094.196489833
30913,19027603.23203174
30914,6105859.625407336
30915,7790684.088021643
30916,5419059.830529878
30917,8779889.45974958
30918,5913985.145337464
30919,5580456.411030179
30920,5522107.71308828
30921,4187992.5174819767
30922,5956945.283179938
30923,3541164.6270166985
30924,4957369.484193479
30925,14216203.627330374
30926,6463249.669845323
30927,7433077.7807730585
30928,5620839.328862814
30929,4957369.484193479
30930,10232678.392737273
30931,10694609.891175058
30932,5110984.768634858
30933,5287658.312676799
