id,price_doc
30474,5509533.803333333
30475,8186689.130283562
30476,6251804.577333333
30477,6341971.87025
30478,4927962.377710848
30479,9066049.87969414
30480,4448001.981171724
30481,4171603.211129201
30482,4663380.387733456
30483,5067464.758013737
30484,6298532.25852623
30485,4832651.777588935
30486,3771108.047492227
30487,4636765.182198037
30488,7479846.294595754
30489,5733933.368233333
30490,21804380.900666665
30491,16244969.698066663
30492,6369441.859308274
30493,13565350.87695238
30494,7608198.294111004
30495,11628587.942666668
30496,9504842.546147618
30497,8078995.306148484
30498,3962458.5819047615
30499,5872009.803333333
30500,12489586.020222224
30501,6212511.666666667
30502,3373511.842289398
30503,4361214.519701755
30504,6262907.474285715
30505,10431018.637963412
30506,3717258.661998051
30507,4777477.334891743
30508,5566116.387919763
30509,7889892.336666668
30510,9365291.620230494
30511,5707042.395
30512,6553905.306992063
30513,4451413.622299335
30514,4467099.548598412
30515,9566264.555536764
30516,5614806.933848456
30517,11780860.631892856
30518,6707151.966952381
30519,4925395.77354762
30520,6877497.974933332
30521,3615944.5368333333
30522,7269411.161442858
30523,6886334.367333333
30524,8226413.257999999
30525,11822880.760938182
30526,4982697.618632296
30527,5288629.483790044
30528,5448691.338666666
30529,6702623.007533333
30530,6939271.484375824
30531,11671409.394392062
30532,4499819.8923024535
30533,10790808.981833335
30534,7203146.832895416
30535,10105933.02961504
30536,5277770.722495643
30537,11149411.9372
30538,4557252.988
30539,11509248.542133333
30540,9372725.403916847
30541,6946350.264
30542,3111729.7412542067
30543,3955545.817266667
30544,5436005.120666666
30545,9165903.083833333
30546,4126941.707292475
30547,9582688.14929359
30548,4458214.212777778
30549,5225843.152635492
30550,10474094.424428571
30551,5435204.88603961
30552,3113857.289940197
30553,7093260.292
30554,12305410.080333333
30555,6194553.810122287
30556,9315817.785627607
30557,6364089.330202899
30558,9252404.981211113
30559,6991516.3735
30560,6240113.665999999
30561,7508224.562666667
30562,13770215.310809523
30563,4098878.6907873387
30564,6410391.682922222
30565,7371348.728240477
30566,7709058.08652381
