id,price_doc
30474,4673364.834347551
30475,8399279.509808136
30476,6433559.718908539
30477,6925021.489949984
30478,6955248.638990795
30479,10732218.91957457
30480,6418960.692630113
30481,4634188.133053782
30482,5646991.795785953
30483,4958851.756385628
30484,7901162.4980565775
30485,6329726.1435297
30486,4791424.22358554
30487,3843335.5121775568
30488,5791754.182848201
30489,6561301.816695793
30490,12503081.945548277
30491,10461419.008562637
30492,5268807.288747231
30493,9832658.201218888
30494,7017085.921185797
30495,10202521.713411236
30496,7348751.805269252
30497,8320651.741152334
30498,6329492.956284459
30499,7636805.081210432
30500,9301936.917947724
30501,7178961.548390219
30502,4115272.9484562175
30503,8197851.204607409
30504,6928052.243642665
30505,9132797.46060595
30506,2790411.358711426
30507,5633329.644632695
30508,6160253.616707936
30509,6535334.197390399
30510,9003114.252231618
30511,7166371.087836084
30512,7492149.406615893
30513,6634810.864808133
30514,3890654.7478028745
30515,9757464.019464012
30516,6691516.976884827
30517,11151326.454824751
30518,8385768.496255037
30519,6861237.45834634
30520,7899923.501824314
30521,6070141.290304981
30522,6485992.713876355
30523,7559780.551739958
30524,7700899.263729932
30525,9017140.43095981
30526,5369199.158946562
30527,4781527.578227659
30528,8499770.23646045
30529,8387797.590368633
30530,5969118.070804361
30531,10044681.959577376
30532,5448211.9192206515
30533,8965613.186888358
30534,7468599.267338989
30535,9122591.83221542
30536,6007309.303879255
30537,9646324.845697105
30538,5431470.87180067
30539,12358956.740323486
30540,10047108.062236462
30541,9890987.32920878
30542,2326124.805561955
30543,6977234.882809231
30544,7906942.608682318
30545,8737196.140772862
30546,4607482.804269378
30547,8792645.70731174
30548,5503613.934734622
30549,7485121.976681191
30550,9523011.5359151
30551,6272093.098679407
30552,2324672.9441307327
30553,10550917.108353095
30554,9512099.924678642
30555,7771468.969341609
30556,9209164.519906815
30557,8078539.512320231
30558,8758725.196870195
30559,7862794.264316772
30560,7655448.1548028495
30561,6782544.716110429
30562,10512899.072815996
30563,9497431.282765806
