id,price_doc
30474,5333434.797411023
30475,8492050.18335008
30476,5498243.128984051
30477,5887464.875943902
30478,5035358.752267009
30479,9505248.282619253
30480,4627057.739316269
30481,4227261.442084735
30482,4321588.569670497
30483,4658324.796205491
30484,6270448.312989539
30485,4983746.868666062
30486,3704856.4289219216
30487,4373025.179045549
30488,6452490.429867938
30489,6070586.312595839
30490,21435954.195684135
30491,18578062.71814327
30492,5989752.91418386
30493,13502589.366866607
30494,7031693.365846855
30495,12627055.07869893
30496,9054317.765140174
30497,8589756.595704798
30498,4769324.112949538
30499,7536181.139189196
30500,11840749.48850535
30501,6788152.618699645
30502,3392846.862045514
30503,6415275.741682972
30504,5753514.724560489
30505,10806902.390410697
30506,4038992.7890082067
30507,4823293.388883029
30508,5703034.192204532
30509,6964461.258644111
30510,9412931.81245131
30511,6160988.134816071
30512,6322484.357184391
30513,4627057.739316269
30514,4565641.579850726
30515,9793728.311305745
30516,5710038.1455822345
30517,11190134.727004912
30518,7498544.895404401
30519,4823008.92858927
30520,6358103.866701421
30521,5456530.808695658
30522,7185662.693265709
30523,6161239.65245965
30524,9819259.548632229
30525,10253858.68679628
30526,4822618.48296758
30527,5186584.699918682
30528,6412288.355164139
30529,6943555.091467461
30530,5984287.716085455
30531,11606922.433992093
30532,4554698.141223776
30533,9513383.253167212
30534,7106756.357075748
30535,9633173.65442476
30536,5689189.212766736
30537,10523411.168994782
30538,4847353.880253715
30539,9853462.20266824
30540,9960177.847936144
30541,6204878.845755937
30542,2688409.9999141726
30543,5731645.237278713
30544,8187484.855979805
30545,8048124.275208613
30546,4322457.5104723545
30547,9003773.830902483
30548,4723214.089038256
30549,5302370.1679178495
30550,10422961.74070119
30551,5096464.241340736
30552,2674222.4311424056
30553,7676046.421289207
30554,10267203.044756297
30555,6295828.627109365
30556,8759088.264666062
30557,7174386.522998467
30558,8181627.807807232
30559,6052039.812553744
30560,6030206.41495508
30561,6784836.032612246
30562,12423016.681849614
30563,4603426.274512418
30564,6905869.233157614
30565,7054573.051783535
30566,7213487.603475262
30567,2688409.9999141726
30568,10477780.350054067
30569,8983335.137573237
30570,5924862.114786241
30571,7130799.995454334
30572,4987067.269047839
30573,6669693.368443829
30574,6496035.753381893
30575,7170167.741024313
30576,4428564.924382627
30577,4675092.521882685
30578,4063487.5629016347
30579,6789201.200583589
30580,5039147.761698288
30581,5200095.875051357
30582,12804090.860184435
30583,7136050.477334517
30584,4688421.985672606
30585,2991510.207361801
30586,8118851.539577943
30587,5950545.706225246
30588,6441309.827990725
30589,7741532.759743194
30590,12183381.278792847
30591,5032196.687969952
30592,6483010.310384317
30593,9002087.846354857
30594,7719108.9362926185
30595,6190107.097736205
30596,9003801.591167405
30597,6669693.368443829
30598,9875768.197138254
30599,11395585.652801823
30600,5089578.664058273
30601,5911474.84448164
30602,2608663.1541643636
30603,13110994.47935406
30604,4507158.495747751
30605,6661677.270812481
30606,18411198.966378395
30607,6419344.216111103
30608,8582482.216310708
30609,6176710.492846214
30610,3217255.220009222
30611,5703034.192204532
30612,7740958.139754454
30613,7941583.756797994
30614,19674335.104544766
30615,7254369.476496927
30616,5752365.487832534
30617,8925010.288164767
30618,5028397.833822301
30619,4581829.101334631
30620,3271301.38222
30621,9734654.906162053
30622,7877649.198755963
30623,6476798.010752502
30624,6571818.252500773
30625,7976225.127631098
30626,6713941.236796327
30627,7836092.4553979505
30628,6581764.908865278
30629,5359037.370125639
30630,4758475.939315759
30631,5928611.182266718
30632,3988600.931134589
30633,5743862.260206453
30634,11342287.321769515
30635,9960177.847936144
30636,5389936.734557306
30637,9789437.557499316
30638,5561160.6769686965
30639,7131146.619321099
30640,4737695.178376136
30641,8276668.161053618
30642,6352467.280171204
30643,7988722.3014739575
30644,9875768.197138254
30645,7436279.257324505
30646,5681924.7953979615
30647,4727323.5676317485
30648,28514272.655113757
30649,3165003.328214428
30650,4672470.7524080705
30651,4063487.5629016347
30652,4534094.541520862
30653,7357806.196208534
30654,4131942.276399667
30655,11233079.644989485
30656,4153369.2429267205
30657,5793542.1980573395
30658,9101388.095812824
30659,4635512.298013727
30660,7930169.99209849
30661,6285060.877677469
30662,8232134.1624927865
30663,23361126.13804144
30664,13412749.25808443
30665,6214705.813123388
30666,3284544.8229811164
30667,3933058.322687426
30668,8794222.159692667
30669,4144044.4414284853
30670,2632266.1991739683
30671,7762111.764951679
30672,14477351.556628278
30673,10181484.390268013
30674,11034651.6528231
30675,2688409.9999141726
30676,7303595.226537568
30677,4771293.880921138
30678,18502777.40737757
30679,6452727.934846289
30680,5182083.00403057
30681,2618650.7996584764
30682,8386161.601986368
30683,10265464.026616601
30684,5172737.856020858
30685,6940754.752235504
30686,9793728.311305745
30687,4983746.868666062
30688,4795613.545144914
30689,14691336.130021745
30690,29695721.05688848
30691,5007810.509526928
30692,6557635.127835317
30693,8973915.702137526
30694,5190791.417401415
30695,6452665.9707396235
30696,6477132.0391961895
30697,11987933.49377637
30698,7649561.341441627
30699,5547610.6750736525
30700,4917883.450512235
30701,9875768.197138254
30702,6074748.992404811
30703,3744219.077341892
30704,11241522.322192643
30705,8843280.31323736
30706,24916598.29524265
30707,4478910.782091538
30708,13143982.69472459
30709,5590782.256213341
30710,7511310.776169643
30711,4292093.707026685
30712,4390073.471065303
30713,5653720.149164257
30714,6952341.474321885
30715,3850621.861093396
30716,10265464.026616601
30717,5544889.773280872
30718,11392965.786368227
30719,12823166.784835167
30720,7355904.910774854
30721,4749788.142789771
30722,7273420.670589241
30723,6053681.619547361
30724,12345752.71287798
30725,6824301.163586361
30726,10670578.371473763
30727,9830792.305988032
30728,11756872.03709359
30729,4419763.215385521
30730,5770528.344392306
30731,6255299.051789187
30732,5307551.3243995225
30733,10635332.73945141
30734,6734483.60723988
30735,5447412.298157627
30736,6196370.541714307
30737,6570289.848964309
30738,6061962.951696229
30739,4666610.270985883
30740,6955581.131723031
30741,10566958.442590255
30742,4585658.910772729
30743,5018324.720469101
30744,9274367.884743836
30745,7222777.714057261
30746,5549491.550037785
30747,14445555.873188853
30748,16022937.65446568
30749,5955976.089561747
30750,6539921.222993341
30751,3719789.3462147117
30752,7446313.390944856
30753,9469336.225618895
30754,5473761.35577563
30755,5430819.356268819
30756,6290726.3222462665
30757,5117036.036404027
30758,10501395.271988552
30759,6339641.435657816
30760,5430819.356268819
30761,9448690.194777526
30762,6710098.627235064
30763,11714005.200449536
30764,6176710.492846214
30765,5407007.426642245
30766,3698150.596748422
30767,9716948.04397773
30768,4909678.146487111
30769,6457902.698360758
30770,6214705.813123388
30771,3080765.3522077044
30772,8406619.279446186
30773,8225072.093704345
30774,5718605.162212383
30775,9494056.393519845
30776,5495348.023958047
30777,6217979.268398951
30778,8934524.48899464
30779,6019513.107865799
30780,7896246.75841417
30781,6581764.908865278
30782,4900963.157372732
30783,5527116.971350538
30784,3586886.45921622
30785,5131507.082896446
30786,4601557.433937628
30787,6314693.874598039
30788,5634930.754805458
30789,7198503.841698083
30790,6167501.742856031
30791,10355723.92949031
30792,6760759.273473196
30793,11897840.070822984
30794,14212003.902769929
30795,11547199.183989856
30796,11965910.995993491
30797,14445399.544454534
30798,2880132.324522868
30799,10620784.746756513
30800,13463608.952645853
30801,6265184.849886094
30802,18909115.554503765
30803,2991510.207361801
30804,3590152.658344146
30805,12833776.68248204
30806,6744904.024038154
30807,6690805.79412184
30808,10662045.940798476
30809,5040302.597882035
30810,10861827.175605828
30811,4176402.7454259098
30812,6003337.037166341
30813,4668583.149197558
30814,2664833.4630224216
30815,4255591.904350365
30816,8144890.852967438
30817,2608663.1541643636
30818,7789803.7582576005
30819,8368175.759802448
30820,4768421.697568618
30821,16738664.322891528
30822,8869274.701272082
30823,6759692.672330782
30824,4137041.3822079985
30825,4994904.689354369
30826,9854446.986751098
30827,5182083.00403057
30828,5810198.513858227
30829,5586759.135112994
30830,8443733.800746694
30831,5516562.260014324
30832,5408525.80057459
30833,5219246.32213839
30834,4278002.119940487
30835,7930858.87741186
30836,6536662.399277826
30837,5196535.520013849
30838,4729483.382936342
30839,5622840.545617403
30840,10819531.582264116
30841,10837015.861738015
30842,7040097.253112775
30843,5028455.920617549
30844,7719108.9362926185
30845,8916060.104061488
30846,4611276.727512848
30847,5726002.539445605
30848,8613392.641269486
30849,4496905.745226775
30850,4127290.406347142
30851,4292078.318901008
30852,6975496.788258749
