id,price_doc
30474,5189279.675791105
30475,7924297.282664796
30476,5200111.981341632
30477,5616854.192050311
30478,4998193.453308711
30479,8761449.795996794
30480,4438412.543019648
30481,4240878.017026235
30482,4026234.1229154766
30483,4720180.693194066
30484,6369798.789426797
30485,4982468.427557848
30486,4127796.508611434
30487,4529015.711088222
30488,5883194.082710725
30489,5832725.878343457
30490,21298043.021086663
30491,16517255.005093936
30492,6122893.067285903
30493,14247181.752816567
30494,6939719.900302591
30495,10252352.033488225
30496,9239476.606168773
30497,9251742.428562615
30498,4600046.451321339
30499,7386627.910939613
30500,11281327.522065785
30501,6744193.64784296
30502,3242125.507187656
30503,6336598.409033403
30504,6028056.252057327
30505,11086142.869105075
30506,4013889.655445183
30507,4965492.055462127
30508,5448745.576793288
30509,7587395.957068853
30510,9337026.952444658
30511,6483361.557517348
30512,6205267.654048297
30513,4438412.543019648
30514,4626046.698168686
30515,9236881.248429988
30516,5439276.056074301
30517,11082434.156134766
30518,6415238.994676979
30519,4830187.815877435
30520,6329573.945351461
30521,5619116.082208263
30522,7739471.074380104
30523,6163871.034940145
30524,9898776.745500844
30525,11350369.287008848
30526,4939792.525209301
30527,5248977.367390735
30528,6048867.297304468
30529,6206555.970039743
30530,6439276.381891556
30531,11395542.873980884
30532,4751162.182868161
30533,10075566.022315893
30534,6859991.849225527
30535,9297732.571739325
30536,5513078.690936571
30537,11134860.179694606
30538,4630597.947667005
30539,11730218.455510179
30540,9337026.952444658
30541,7632395.987177821
30542,2788509.603027022
30543,5445431.959122835
30544,7067209.587194172
30545,8405904.707922235
30546,4062708.526027924
30547,9416162.887450743
30548,4547076.703401705
30549,5054200.868627111
30550,10180420.983778194
30551,4829289.129592845
30552,2774284.0678698323
30553,7158895.69674408
30554,11197547.277326986
30555,6353131.766534877
30556,8657040.399007682
30557,7742418.238256954
30558,8237009.471793598
30559,6470903.589247547
30560,5782339.5352128595
30561,6672922.141173135
30562,11836252.676203389
30563,4481985.936269717
30564,6255319.379021985
30565,7315015.602391221
30566,7076745.654362975
30567,2788509.603027022
30568,9216705.163828382
30569,7961045.35798995
30570,6294944.304093828
30571,7147163.917863773
30572,4970865.774287732
30573,6369798.789426797
30574,6654671.6338553205
30575,7403564.654877419
30576,4529015.711088222
30577,5064568.748863306
30578,4051602.7018577396
30579,6793331.058639849
30580,5631976.3307313565
30581,4823777.803953167
30582,11711708.146168228
30583,6859991.849225527
30584,4042700.971365123
30585,3349793.211487581
30586,8857360.486054005
30587,5773368.860550335
30588,6114864.334177154
30589,6955931.283796246
30590,12085389.842722535
30591,5404455.209479275
30592,6397063.84831433
30593,9239476.606168773
30594,8725215.828026444
30595,5543588.553211027
30596,6114254.68987817
30597,6369798.789426797
30598,9493610.722738937
30599,12587256.75317884
30600,5541447.888792379
30601,5991182.34384056
30602,2788509.603027022
30603,12720913.437395032
30604,4523259.440464504
30605,6505486.722621119
30606,18341617.81956211
30607,6846646.596558476
30608,8642336.53301822
30609,5832725.878343457
30610,3030564.0606218716
30611,5448745.576793288
30612,7002955.334059273
30613,8063468.3282493595
30614,19086628.25935077
30615,6899898.928019586
30616,5448745.576793288
30617,7819728.424280459
30618,4652414.627949393
30619,4412150.096152519
30620,3237272.510599507
30621,8525816.219629658
30622,9169918.254388664
30623,6554265.919300395
30624,6524628.16895886
30625,7349509.0739548
30626,6817388.057178837
30627,7903390.251604145
30628,6369798.789426797
30629,5064737.0258224355
30630,4634304.004623257
30631,6047452.607156729
30632,3898617.5804788633
30633,5550599.512252652
30634,11443720.007795502
30635,9337026.952444658
30636,5337192.255968993
30637,9337026.952444658
30638,5661440.134740476
30639,7937295.130277512
30640,4695144.1432361845
30641,8077689.022903058
30642,5904565.118560893
30643,7742339.546188061
30644,9493610.722738937
30645,7232205.717481156
30646,5013333.9476554375
30647,4485595.410373047
30648,23918812.900041666
30649,3265993.9081965727
30650,4865278.410441804
30651,4051602.7018577396
30652,4491794.147617531
30653,7170868.059257515
30654,4070088.4171701074
30655,12794296.977103379
30656,4003873.106272003
30657,5987121.736059855
30658,8907824.580905577
30659,5117426.260315159
30660,8194201.481555795
30661,6074007.654699977
30662,8450098.9374323
30663,17228726.311783075
30664,10883112.981315766
30665,5832725.878343457
30666,3265993.9081965727
30667,4343811.111087978
30668,8913863.133333918
30669,4575885.085759466
30670,2861260.36005571
